,,Mean_Reversion_Sector_Neutral_Smoothed,Momentum_1YR,Overnight_Sentiment_Smoothed,adv_120d,adv_20d,dispersion_120d,dispersion_20d,market_vol_120d,market_vol_20d,return_5d,return_5d_p,sector_code,volatility_120d,volatility_20d,is_Janaury,is_December,weekday,quarter,qtr_yr,month_end,month_start,qtr_end,qtr_start,sector_Healthcare,sector_Technology,sector_Consumer Defensive,sector_Industrials,sector_Utilities,sector_Financial Services,sector_Real Estate,sector_Communication Services,sector_Consumer Cyclical,sector_Energy,sector_Basic Materials,target_p,target,target_1,target_2,target_3,target_4
2013-01-17 00:00:00+00:00,Equity(3 [AAPL]),1.7135499030388635,0.7619554358397251,0.5663193748504896,1.7283773128553903,1.7283773128553903,0.012992116811181611,0.010716778373398333,0.12315467803240188,0.13382994757758251,0,0,1,1.2503155029166653,1.5959909654877433,True,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0
2013-01-18 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,0.7322205895630529,0.24270830350735267,1.7283773128553903,1.7283773128553903,0.012885652386741159,0.010724292913915514,0.1236079254254154,0.12990341759737326,0,0,1,1.2135415175367634,1.5445073859558807,True,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0
2013-01-22 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,0.7991239936855654,-0.07354797075980384,1.7283773128553903,1.7283773128553903,0.012758488013095948,0.010837867309583991,0.12175220109123698,0.12732162587015614,0,3,1,1.265025097068626,1.5445073859558807,True,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0
2013-01-23 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,0.9329308019305903,0.06619317368382346,1.7283773128553903,1.7283773128553903,0.012694183883326778,0.010793378885823287,0.11848676874259867,0.12758111284707732,1,21,1,1.2870894882965673,1.5371525888799003,True,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-24 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,0.9552319366380945,-0.05148357953186269,1.7283773128553903,1.7283773128553903,0.012710934258926722,0.010884094712807659,0.11842687654182259,0.12288619952565474,0,12,1,1.2870894882965673,1.5739265742598023,True,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18.0,1.0,0.0,0.0,0.0,0.0
2013-01-25 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,0.07062025990709647,-0.4633522157867642,1.7283773128553903,1.7283773128553903,0.012776531022472792,0.011706885160542933,0.11797048966879885,0.1216713090345093,0,0,1,1.5077334005759788,1.706312921627449,True,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23.0,1.0,1.0,0.0,0.0,0.0
2013-01-28 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,-0.7619554358397251,-0.919349634497548,1.7283773128553903,1.7283773128553903,0.012781774074992215,0.012011283584599079,0.11800917140807402,0.11677997421584373,0,0,1,1.5077334005759788,1.706312921627449,True,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12.0,0.0,1.0,1.0,0.0,0.0
2013-01-29 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,-0.6430160507330364,-1.1841223292328418,1.7283773128553903,1.7283773128553903,0.012677895116150664,0.012203003623588754,0.11746100168609672,0.11796317676797329,0,0,1,1.5297977918039198,1.706312921627449,True,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0.0,0.0,1.0,1.0,0.0
2013-01-30 00:00:00+00:00,Equity(3 [AAPL]),1.7209518464645173,-0.4869081077805073,-1.279734691220587,1.7283773128553903,1.7283773128553903,0.01267120591858006,0.012730263865173116,0.11373379368318602,0.10661048260468639,0,0,1,1.5150881976519592,1.706312921627449,True,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.0,0.0,0.0,0.0,1.0,1.0
2013-01-31 00:00:00+00:00,Equity(3 [AAPL]),1.7209755033216712,-0.6281486275947002,-1.360637459056371,1.7283773128553903,1.7283773128553903,0.01263933060873708,0.012847103936422629,0.11387446433524707,0.09876264058497403,1,18,1,1.5003786034999984,1.6989581245514687,True,False,3,1,1_2013,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.0,0.0,0.0,0.0,0.0,1.0
2013-02-01 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.6801846085788766,-1.4121210385882337,1.7283773128553903,1.7283773128553903,0.012633835290261639,0.012960542362181544,0.11328238218850326,0.05942613771207411,1,23,1,1.5077334005759788,1.6916033274754885,False,False,4,1,1_2013,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,23.0,1.0,0.0,0.0,0.0,0.0
2013-02-04 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.6578834738713725,-1.4641733543491913,1.7283850874648348,1.7283850874648348,0.012618605953733575,0.012902156331335176,0.1138820151440102,0.06383353360783685,0,12,1,1.5150881976519592,1.6916033274754885,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.0,1.0,1.0,0.0,0.0,0.0
2013-02-05 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.7619554358397251,-1.5008694283930306,1.7283850874648348,1.7283850874648348,0.012608473124754162,0.012851751436457077,0.11511526673474169,0.0755828441708905,0,2,1,1.5155478580105664,1.6916890134209954,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23.0,1.0,1.0,1.0,0.0,0.0
2013-02-06 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.5686789350413558,-1.603618435715781,1.7283850874648348,1.7283850874648348,0.012616816282705303,0.012851990169750041,0.11579555211004047,0.07870767877593352,0,8,1,1.5302262876281023,1.6916890134209954,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22.0,1.0,1.0,1.0,1.0,0.0
2013-02-07 00:00:00+00:00,Equity(3 [AAPL]),1.7209755033216712,-0.6504497623022044,-1.7283850874648348,1.7283850874648348,1.7283850874648348,0.012635559143525803,0.012830588734652506,0.11575943438121945,0.07639814143076905,0,8,1,1.5302262876281023,1.6990282282297633,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0,0.0,1.0,1.0,1.0,1.0
2013-02-08 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.4869081077805073,-1.5742615764807095,1.7283850874648348,1.7283850874648348,0.012656443496215612,0.012959185314707234,0.11578082497071893,0.076913742343236,1,23,1,1.5302262876281023,1.6916890134209954,False,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,0.0,0.0,1.0,1.0,1.0
2013-02-11 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.5092092424880115,-1.3394067026001375,1.7283850874648348,1.7283850874648348,0.012662352412199427,0.013020226006215042,0.11602118739611392,0.07809338888574248,1,24,1,1.544904717245638,1.6843497986122276,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,1.0
2013-02-12 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.6876183201480446,-0.9871243917792794,1.7283850874648348,1.7283850874648348,0.012618092975436106,0.012835409656827529,0.11559193814339119,0.07870537976633721,1,23,1,1.5375655024368702,1.6916890134209954,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,1.0
2013-02-13 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-0.8808948209464139,-0.5027362144005996,1.7283850874648348,1.7283850874648348,0.012648692900550594,0.013092760362649909,0.11557186624280191,0.07855987218384791,1,22,1,1.5375655024368702,1.6916890134209954,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0
2013-02-14 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-1.051870187037279,-0.09174018510959846,1.7283850874648348,1.7283850874648348,0.012632723702387291,0.013142584013969904,0.11548681715263613,0.07844366163250018,0,5,1,1.5228870728193342,1.6916890134209954,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,0.0,0.0,0.0,0.0,0.0
2013-02-15 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-1.0890387448831194,0.3045774145638669,1.7283850874648348,1.7283850874648348,0.012754689487979181,0.013807321208426074,0.11539963011384746,0.0777882907526301,0,3,1,1.5155478580105664,1.6696713689946918,False,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0,0.0,0.0,0.0,0.0,0.0
2013-02-19 00:00:00+00:00,Equity(3 [AAPL]),1.7209755033216712,-1.0221353407606069,0.7302518734724037,1.7283850874648348,1.7283850874648348,0.012778430573977605,0.013857251174843151,0.11537927442821591,0.07468830336741607,0,0,1,1.5155478580105664,1.6770105838034597,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.0,0.0,0.0,0.0,0.0,0.0
2013-02-20 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-1.0147016291914388,1.185283191616012,1.7283850874648348,1.7283850874648348,0.012796191520583138,0.01392990634404701,0.11489373652812379,0.07621832480132844,0,2,1,1.5155478580105664,1.662332154185924,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17.0,1.0,0.0,0.0,0.0,0.0
2013-02-21 00:00:00+00:00,Equity(3 [AAPL]),1.7283616642801334,-1.1113398795906235,1.4641733543491913,1.7283850874648348,1.7283850874648348,0.012826613714583244,0.01411262025016946,0.11732310707029545,0.09623374127865528,0,2,1,1.5155478580105664,1.6476537245683882,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.0,0.0,1.0,0.0,0.0,0.0
2013-02-22 00:00:00+00:00,Equity(3 [AAPL]),1.7209755033216712,-1.170809572143968,1.6403145097596203,1.7283850874648348,1.7283850874648348,0.012850797905723106,0.01410083938409894,0.11799000602262284,0.10110754973274096,0,3,1,1.5008694283930306,1.6476537245683882,False,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0.0,0.0,1.0,0.0,0.0
2013-02-25 00:00:00+00:00,Equity(3 [AAPL]),1.6692723766124364,-1.178243283713136,1.6109576505245489,1.7283850874648348,1.7283850874648348,0.012888224458711772,0.013588263812437764,0.11887948669776469,0.1065530520407165,0,5,1,1.5008694283930306,1.133908687954637,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0
2013-02-26 00:00:00+00:00,Equity(3 [AAPL]),1.6101830889447395,-1.185676995282304,1.4861909987754949,1.7283850874648348,1.7283850874648348,0.012905325759331234,0.013467780589181294,0.12246068003600372,0.12432256126600032,0,9,1,1.4935302135842627,1.009142036205583,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0
2013-02-27 00:00:00+00:00,Equity(3 [AAPL]),1.580638445110891,-1.1262073027289596,1.3394067026001375,1.7283850874648348,1.7283850874648348,0.012929986721155334,0.013542510319513304,0.12208496982626525,0.12623000146770677,1,17,1,1.5008694283930306,0.8990538140740648,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28 00:00:00+00:00,Equity(3 [AAPL]),1.5584799622355048,-1.2154118415589763,1.0972126139107976,1.7283850874648348,1.7283850874648348,0.012955659720704144,0.013303985104102412,0.12360201252717666,0.1365030736179011,0,4,1,1.5008694283930306,0.7669479475162431,False,False,3,1,1_2013,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01 00:00:00+00:00,Equity(3 [AAPL]),1.5363214793601185,-1.2823152456814886,0.8403400956039219,1.7283850874648348,1.7283850874648348,0.012942681822005206,0.013267899179705167,0.12359085357155959,0.13580614500678123,0,2,1,1.5008694283930306,0.8036440215600824,False,False,4,1,1_2013,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,0.0,0.0,0.0,0.0,0.0
2013-03-04 00:00:00+00:00,Equity(3 [AAPL]),1.536737918267329,-1.4309894770648497,0.5027362144005996,1.7283850874648348,1.7283850874648348,0.012941791807268722,0.01302055161036118,0.12355791854855758,0.13579111803772917,0,0,1,1.5008694283930306,0.9137322436916006,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16.0,1.0,0.0,0.0,0.0,0.0
2013-03-05 00:00:00+00:00,Equity(3 [AAPL]),1.536737918267329,-1.460724323341522,0.17247154800604508,1.7283850874648348,1.7283850874648348,0.012929686292095122,0.013037688864165311,0.1198531760399594,0.13345674652901074,0,0,1,1.5082086432017985,1.0751949694844938,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14.0,1.0,1.0,0.0,0.0,0.0
2013-03-06 00:00:00+00:00,Equity(3 [AAPL]),1.5146265813138422,-1.4532906117723539,-0.2825597701375632,1.7283850874648348,1.7283850874648348,0.012878741830967468,0.013003543074323535,0.1204508517488347,0.1306492626713154,0,0,1,1.5375655024368702,1.1045518287195655,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11.0,0.0,1.0,1.0,0.0,0.0
2013-03-07 00:00:00+00:00,Equity(3 [AAPL]),1.5146265813138422,-1.4904591696181941,-0.6348420809584213,1.7283850874648348,1.7283850874648348,0.012875784237410039,0.012928854991935222,0.12007573559495298,0.12743458398625085,0,0,1,1.5375655024368702,0.891714599265297,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.0,0.0,0.0,1.0,1.0,0.0
2013-03-08 00:00:00+00:00,Equity(3 [AAPL]),1.50725613566268,-1.4904591696181941,-0.9063930288828327,1.7283850874648348,1.7283850874648348,0.0128854460239824,0.012924566669359283,0.12005584800060316,0.12735886038041444,0,3,1,1.544904717245638,0.9577675325442079,False,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.0,0.0,0.0,0.0,1.0,1.0
2013-03-11 00:00:00+00:00,Equity(3 [AAPL]),1.50725613566268,-1.46815803491069,-1.1118910435283333,1.7283850874648348,1.7283850874648348,0.012873390189254489,0.012759421202174501,0.12026983444196107,0.1282623030168875,1,16,1,1.5302262876281023,0.7375910882811716,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17.0,1.0,0.0,0.0,0.0,1.0
2013-03-12 00:00:00+00:00,Equity(3 [AAPL]),1.4851447987091932,-1.483025458049026,-1.2513361248949229,1.7283850874648348,1.7283850874648348,0.012836137169109602,0.012577523971763921,0.11882631067867992,0.126920416880065,1,14,1,1.5082086432017985,0.7596087327074752,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.0,1.0,1.0,0.0,0.0,0.0
2013-03-13 00:00:00+00:00,Equity(3 [AAPL]),1.4704039074068687,-1.4978928811873622,-1.3467459174089054,1.7283850874648348,1.7283850874648348,0.012784941908415884,0.012583140803996576,0.11868010109854428,0.12726003738523164,0,11,1,1.5155478580105664,0.8109832363688503,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.0,1.0,1.0,1.0,0.0,0.0
2013-03-14 00:00:00+00:00,Equity(3 [AAPL]),1.477774353058031,-1.5424951506023703,-1.3981204210702805,1.7283850874648348,1.7283850874648348,0.012775938698956716,0.012427849267141598,0.11830675762910524,0.12772589114330163,0,4,1,1.5155478580105664,0.6788773698110285,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,24.0,1.0,1.0,1.0,1.0,0.0
2013-03-15 00:00:00+00:00,Equity(3 [AAPL]),1.477774353058031,-1.5276277274640342,-1.5228870728193342,1.7283850874648348,1.7283850874648348,0.012781209912999117,0.012432836864340033,0.11822243452519438,0.12842656373732902,0,7,1,1.5228870728193342,0.7669479475162431,False,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23.0,1.0,1.0,1.0,1.0,1.0
2013-03-18 00:00:00+00:00,Equity(3 [AAPL]),1.448292570453382,-1.5276277274640342,-1.4054596358790483,1.7283850874648348,1.7283850874648348,0.012787514483222488,0.011900290391908704,0.11834663942307497,0.12951727862642065,1,17,1,1.5228870728193342,0.9357498881179043,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18.0,1.0,1.0,1.0,1.0,1.0
2013-03-19 00:00:00+00:00,Equity(3 [AAPL]),1.389329005244084,-1.4458569002031858,-1.1632655471897084,1.7283850874648348,1.7283850874648348,0.012744293670984447,0.011757170903837186,0.11854485222974323,0.1318099943698588,1,24,1,1.5228870728193342,1.0238204658231187,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20.0,1.0,1.0,1.0,1.0,1.0
2013-03-20 00:00:00+00:00,Equity(3 [AAPL]),1.330365440034786,-1.4384231886340177,-0.7596087327074752,1.7283850874648348,1.7283850874648348,0.012748933755979068,0.01167259410898287,0.1187039681128047,0.13136602515358292,1,24,1,1.5228870728193342,1.0531773250581902,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,21.0,1.0,1.0,1.0,1.0,1.0
2013-03-21 00:00:00+00:00,Equity(3 [AAPL]),1.2861427661278124,-1.4904591696181941,-0.41466563669538503,1.7283850874648348,1.7283850874648348,0.012746428430300528,0.011462899761276454,0.11909048612820596,0.11924274535102307,1,24,1,1.5228870728193342,1.060516539866958,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.0,0.0,1.0,1.0,1.0,1.0
2013-03-22 00:00:00+00:00,Equity(3 [AAPL]),1.2935132117789747,-1.4904591696181941,-0.17981076281481298,1.7283850874648348,1.7283850874648348,0.012731756344674765,0.011332166028893701,0.1182782458633538,0.12079745546366898,1,23,1,1.5155478580105664,1.060516539866958,False,False,4,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0
2013-03-25 00:00:00+00:00,Equity(3 [AAPL]),1.3229949943836237,-1.46815803491069,0.3192558441814026,1.7283850874648348,1.7283850874648348,0.01273637656917348,0.011252805965110028,0.11808914147619066,0.11706294214563383,1,18,1,1.5302262876281023,1.1485871175721727,False,False,0,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,1.0
2013-03-26 00:00:00+00:00,Equity(3 [AAPL]),1.2935132117789747,-1.4309894770648497,0.7963048067513145,1.7283850874648348,1.7283850874648348,0.012710882891701311,0.011069492668211084,0.11763292684813854,0.09119207615495514,1,20,1,1.5302262876281023,1.2586753397036907,False,False,1,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0
2013-03-27 00:00:00+00:00,Equity(3 [AAPL]),1.2271792009185145,-1.46815803491069,1.2073008360423156,1.7283850874648348,1.7283850874648348,0.012701769970770398,0.010903792216127469,0.11792964131574236,0.09242609926751877,1,21,1,1.5228870728193342,1.2806929841299943,False,False,2,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0
2013-03-28 00:00:00+00:00,Equity(3 [AAPL]),1.1755860813603787,-1.4904591696181941,1.4568341395404234,1.7283850874648348,1.7283850874648348,0.012680612448782233,0.010761174742643875,0.11792919429029493,0.08053143988113903,0,4,1,1.5302262876281023,1.3540851322176732,False,False,3,1,1_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5.0,0.0,0.0,0.0,0.0,0.0
2013-04-01 00:00:00+00:00,Equity(3 [AAPL]),1.1387338531045674,-1.5350614390332022,1.654992939377156,1.7283850874648348,1.7283850874648348,0.012683544647520546,0.01071957715918258,0.11823733478160063,0.08241277568294833,0,0,1,1.5302262876281023,1.4054596358790483,False,False,0,2,2_2013,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,0.0
2013-04-02 00:00:00+00:00,Equity(3 [AAPL]),0.9986953857324847,-1.6019648431557147,1.662332154185924,1.7283850874648348,1.7283850874648348,0.012650903814563175,0.010734597912948325,0.11882648262426006,0.08876763460011977,0,0,1,1.552243932054406,1.420138065496584,False,False,1,2,2_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.0,0.0,0.0,0.0,0.0,0.0
2013-04-03 00:00:00+00:00,Equity(3 [AAPL]),0.9028795922673756,-1.5722299968790425,1.4861909987754949,1.7283850874648348,1.7283850874648348,0.01269332572902372,0.010948860671167373,0.11841089541176804,0.0879817708609864,0,0,1,1.544904717245638,1.3247282729826018,False,False,2,2,2_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0
2013-04-04 00:00:00+00:00,Equity(3 [AAPL]),0.7628411248952928,-1.5573625737407064,1.310049843365066,1.7283850874648348,1.7283850874648348,0.0127248404492625,0.01111405362217,0.11991224815607204,0.09355712723289683,0,2,1,1.5375655024368702,1.1632655471897084,False,False,3,2,2_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12.0,0.0,0.0,0.0,0.0,0.0
2013-04-05 00:00:00+00:00,Equity(3 [AAPL]),0.5785799836162365,-1.5647962853098745,1.0238204658231187,1.7283850874648348,1.7283850874648348,0.012737970069847329,0.011204088515982093,0.11997214251036982,0.09531430415095067,0,5,1,1.5302262876281023,1.1559263323809406,False,False,4,2,2_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,0.0
2013-04-08 00:00:00+00:00,Equity(3 [AAPL]),0.4164301792906671,-1.5796637084482106,0.7742871623250109,1.7283850874648348,1.7283850874648348,0.012726711940354653,0.01127998209972784,0.11888465858350251,0.09627075304463636,0,10,1,1.5375655024368702,1.1706047619984763,False,False,0,2,2_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.0,0.0,0.0,0.0,0.0,0.0
2013-04-09 00:00:00+00:00,Equity(3 [AAPL]),0.3279848314767201,-1.5945311315865467,0.5541107180619746,1.7283850874648348,1.7283850874648348,0.012715836764894923,0.011210778199893214,0.11891979092224382,0.09836874175874635,0,9,1,1.544904717245638,1.19262240642478,False,False,1,2,2_2013,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.0,0.0,0.0,0.0,0.0,0.0
